sample_id,status,history,original_query,rewritten_query,groundtruth,Latency,RougeL,Bleu,LLMJ
77,KEPT_ORIGINAL,"What was the Securities Act of 1933? | The Securities Act of 1933 has two basic objectives: To require that investors receive financial and other significant information concerning securities being offered for public sale; and. To prohibit deceit, misrepresentations, and other fraud in the sale of securities. | What is exempt for the Securities Act of 1933? | However, there are exempt securities, under Section 4 of the Securities Act of 1933. These securities are financial instruments that carry government backing and typically have a government or tax-exempt status | Why was the Securities Act of 1933 needed? | The act took power away from the states and put it into the hands of the federal government. The act also created a uniform set of rules to protect investors against fraud. | What was the reason for creating the 1934 act? | The SEA of 1934 was enacted by Franklin D. Roosevelt's administration as a response to the widely held belief that irresponsible financial practices were one of the chief causes of the 1929 stock market crash.",What is the largest securities exchange in the world?,What is the largest securities exchange in the world?,What is the largest securities exchange in the world?,82.9210,1.0000,1.0000,1.00
78,REWRITTEN,"What was the Securities Act of 1933? | The Securities Act of 1933 has two basic objectives: To require that investors receive financial and other significant information concerning securities being offered for public sale; and. To prohibit deceit, misrepresentations, and other fraud in the sale of securities. | What is exempt for the Securities Act of 1933? | However, there are exempt securities, under Section 4 of the Securities Act of 1933. These securities are financial instruments that carry government backing and typically have a government or tax-exempt status | Why was the Securities Act of 1933 needed? | The act took power away from the states and put it into the hands of the federal government. The act also created a uniform set of rules to protect investors against fraud. | What was the reason for creating the 1934 act? | The SEA of 1934 was enacted by Franklin D. Roosevelt's administration as a response to the widely held belief that irresponsible financial practices were one of the chief causes of the 1929 stock market crash. | What is the largest securities exchange in the world? | The New York Stock Exchange founded on May 17, 1792, is the world's biggest stock exchange in trader value and has a capitalization of $19.223 Trillion USD.",How and when when was it created?,How and when was the New York Stock Exchange created?,How and when was the largest securities exchange in the world created?,90.0932,0.6364,0.3364,1.00
79,KEPT_ORIGINAL,"What was the Securities Act of 1933? | The Securities Act of 1933 has two basic objectives: To require that investors receive financial and other significant information concerning securities being offered for public sale; and. To prohibit deceit, misrepresentations, and other fraud in the sale of securities. | What is exempt for the Securities Act of 1933? | However, there are exempt securities, under Section 4 of the Securities Act of 1933. These securities are financial instruments that carry government backing and typically have a government or tax-exempt status | Why was the Securities Act of 1933 needed? | The act took power away from the states and put it into the hands of the federal government. The act also created a uniform set of rules to protect investors against fraud. | What was the reason for creating the 1934 act? | The SEA of 1934 was enacted by Franklin D. Roosevelt's administration as a response to the widely held belief that irresponsible financial practices were one of the chief causes of the 1929 stock market crash. | What is the largest securities exchange in the world? | The New York Stock Exchange founded on May 17, 1792, is the world's biggest stock exchange in trader value and has a capitalization of $19.223 Trillion USD. | How and when was the largest securities exchange in the world created? | The New York Stock Exchange founded on May 17, 1792, is the world's biggest stock exchange in trader value and has a capitalization of $19.223 Trillion USD.",What was the first stock market?,What was the first stock market?,What was the first stock market?,60.9868,1.0000,1.0000,1.00
80,KEPT_ORIGINAL,,Why is statistics important?,Why is statistics important?,Why is statistics important?,46.1482,1.0000,1.0000,1.00
81,REWRITTEN,"Why is statistics important? | The field of statistics is the science of learning from data. Statistical knowledge helps you use the proper methods to collect the data, employ the correct analyses, and effectively present the results.",Why should one study it?,Why should one study statistics?,Why should one study statistics?,53.4300,1.0000,1.0000,1.00
82,REWRITTEN,"Why is statistics important? | The field of statistics is the science of learning from data. Statistical knowledge helps you use the proper methods to collect the data, employ the correct analyses, and effectively present the results. | Why should one study statistics? | To summarize, the five reasons to study statistics are to be able to effectively conduct research, to be able to read and evaluate journal articles, to further develop critical thinking and analytic skills, to act a an informed consumer, and to know when you need to hire outside statistical help.",Tell me about its career options.,Tell me about the career options for someone who studies statistics.,Tell me about the career options for statistics?,97.2537,0.8421,0.5332,0.90
83,KEPT_ORIGINAL,"Why is statistics important? | The field of statistics is the science of learning from data. Statistical knowledge helps you use the proper methods to collect the data, employ the correct analyses, and effectively present the results. | Why should one study statistics? | To summarize, the five reasons to study statistics are to be able to effectively conduct research, to be able to read and evaluate journal articles, to further develop critical thinking and analytic skills, to act a an informed consumer, and to know when you need to hire outside statistical help. | Tell me about the career options for statistics? | Jobs directly related to your degree include:Actuarial analyst, Actuary, Civil Service fast streamer, Data analyst, Data scientist, Financial risk analyst, Investment analyst, Market researcher, Operational researcher, Statistician",Are Data Scientists in high demand?,Are data scientists in high demand?,Are Data Scientists in high demand?,61.0091,1.0000,0.4347,1.00
84,REWRITTEN,"Why is statistics important? | The field of statistics is the science of learning from data. Statistical knowledge helps you use the proper methods to collect the data, employ the correct analyses, and effectively present the results. | Why should one study statistics? | To summarize, the five reasons to study statistics are to be able to effectively conduct research, to be able to read and evaluate journal articles, to further develop critical thinking and analytic skills, to act a an informed consumer, and to know when you need to hire outside statistical help. | Tell me about the career options for statistics? | Jobs directly related to your degree include:Actuarial analyst, Actuary, Civil Service fast streamer, Data analyst, Data scientist, Financial risk analyst, Investment analyst, Market researcher, Operational researcher, Statistician | Are Data Scientists in high demand? | Fueled by big data and AI, demand for data science skills is growing exponentially, according to job sites. The supply of skilled applicants, however, is growing at a slower pace.",How much do they make on average in a year?,How much do data scientists make on average in a year?,How much do Data Scientists make on average in a year?,97.1965,1.0000,0.6340,1.00
85,KEPT_ORIGINAL,"Why is statistics important? | The field of statistics is the science of learning from data. Statistical knowledge helps you use the proper methods to collect the data, employ the correct analyses, and effectively present the results. | Why should one study statistics? | To summarize, the five reasons to study statistics are to be able to effectively conduct research, to be able to read and evaluate journal articles, to further develop critical thinking and analytic skills, to act a an informed consumer, and to know when you need to hire outside statistical help. | Tell me about the career options for statistics? | Jobs directly related to your degree include:Actuarial analyst, Actuary, Civil Service fast streamer, Data analyst, Data scientist, Financial risk analyst, Investment analyst, Market researcher, Operational researcher, Statistician | Are Data Scientists in high demand? | Fueled by big data and AI, demand for data science skills is growing exponentially, according to job sites. The supply of skilled applicants, however, is growing at a slower pace. | How much do Data Scientists make on average in a year? | Despite a recent influx of early-career professionals, the median starting salary for a data scientist remains high at $95,000.",What is range in statistics?,What is range in statistics?,What is range in statistics?,53.6727,1.0000,1.0000,1.00
86,REWRITTEN,"Why is statistics important? | The field of statistics is the science of learning from data. Statistical knowledge helps you use the proper methods to collect the data, employ the correct analyses, and effectively present the results. | Why should one study statistics? | To summarize, the five reasons to study statistics are to be able to effectively conduct research, to be able to read and evaluate journal articles, to further develop critical thinking and analytic skills, to act a an informed consumer, and to know when you need to hire outside statistical help. | Tell me about the career options for statistics? | Jobs directly related to your degree include:Actuarial analyst, Actuary, Civil Service fast streamer, Data analyst, Data scientist, Financial risk analyst, Investment analyst, Market researcher, Operational researcher, Statistician | Are Data Scientists in high demand? | Fueled by big data and AI, demand for data science skills is growing exponentially, according to job sites. The supply of skilled applicants, however, is growing at a slower pace. | How much do Data Scientists make on average in a year? | Despite a recent influx of early-career professionals, the median starting salary for a data scientist remains high at $95,000. | What is range in statistics? | The Range is the difference between the lowest and highest values.",Describe some different metrics to interpret it.,Describe some different metrics to interpret the range in statistics.,Describe some different metrics to interpret range in statistics.,89.9828,0.9474,0.7017,1.00
87,KEPT_ORIGINAL,"Why is statistics important? | The field of statistics is the science of learning from data. Statistical knowledge helps you use the proper methods to collect the data, employ the correct analyses, and effectively present the results. | Why should one study statistics? | To summarize, the five reasons to study statistics are to be able to effectively conduct research, to be able to read and evaluate journal articles, to further develop critical thinking and analytic skills, to act a an informed consumer, and to know when you need to hire outside statistical help. | Tell me about the career options for statistics? | Jobs directly related to your degree include:Actuarial analyst, Actuary, Civil Service fast streamer, Data analyst, Data scientist, Financial risk analyst, Investment analyst, Market researcher, Operational researcher, Statistician | Are Data Scientists in high demand? | Fueled by big data and AI, demand for data science skills is growing exponentially, according to job sites. The supply of skilled applicants, however, is growing at a slower pace. | How much do Data Scientists make on average in a year? | Despite a recent influx of early-career professionals, the median starting salary for a data scientist remains high at $95,000. | What is range in statistics? | The Range is the difference between the lowest and highest values. | Describe some different metrics to interpret range in statistics.",What are quartiles?,What are quartiles?,What are quartiles?,46.3761,1.0000,1.0000,1.00
88,KEPT_ORIGINAL,"Why is statistics important? | The field of statistics is the science of learning from data. Statistical knowledge helps you use the proper methods to collect the data, employ the correct analyses, and effectively present the results. | Why should one study statistics? | To summarize, the five reasons to study statistics are to be able to effectively conduct research, to be able to read and evaluate journal articles, to further develop critical thinking and analytic skills, to act a an informed consumer, and to know when you need to hire outside statistical help. | Tell me about the career options for statistics? | Jobs directly related to your degree include:Actuarial analyst, Actuary, Civil Service fast streamer, Data analyst, Data scientist, Financial risk analyst, Investment analyst, Market researcher, Operational researcher, Statistician | Are Data Scientists in high demand? | Fueled by big data and AI, demand for data science skills is growing exponentially, according to job sites. The supply of skilled applicants, however, is growing at a slower pace. | How much do Data Scientists make on average in a year? | Despite a recent influx of early-career professionals, the median starting salary for a data scientist remains high at $95,000. | What is range in statistics? | The Range is the difference between the lowest and highest values. | Describe some different metrics to interpret range in statistics. | What are quartiles? | Quartiles are the values that divide a list of numbers into quarters: Put the list of numbers in order; Then cut the list into four equal parts;",How do you find the lower and upper quartile?,How do you find the lower and upper quartile?,How do you find the lower and upper quartile?,90.2159,1.0000,1.0000,1.00
89,KEPT_ORIGINAL,,How does water freeze?,How does water freeze?,How does water freeze?,46.1546,1.0000,1.0000,1.00
90,REWRITTEN,"How does water freeze? | Freezing happens when the molecules of a liquid get so cold that they slow down enough to hook onto each other, forming a solid crystal.",What happens to its molecules?,What happens to the molecules of water when it freezes?,How happens to waters molecules when it freezes?,90.0887,0.6667,0.2900,1.00
91,KEPT_ORIGINAL,"How does water freeze? | Freezing happens when the molecules of a liquid get so cold that they slow down enough to hook onto each other, forming a solid crystal. | How happens to waters molecules when it freezes? | When frozen, water molecules take a more defined shape and arrange themselves in six-sided crystalline structures. The crystalline arrangement is less dense than that of the molecules in liquid form which makes the ice less dense than the liquid water.",Why isn't the bottom of the ocean frozen?,Why isn't the bottom of the ocean frozen?,Why isn't the bottom of the ocean frozen?,82.6341,1.0000,1.0000,1.00
92,KEPT_ORIGINAL,"How does water freeze? | Freezing happens when the molecules of a liquid get so cold that they slow down enough to hook onto each other, forming a solid crystal. | How happens to waters molecules when it freezes? | When frozen, water molecules take a more defined shape and arrange themselves in six-sided crystalline structures. The crystalline arrangement is less dense than that of the molecules in liquid form which makes the ice less dense than the liquid water. | Why isn't the bottom of the ocean frozen? | Once frozen, the ice insulates the water at the bottom from cooling so its temperature is maintained between 0 and almost 4°C, keeping it from freezing.",Can the bottom of the ocean freeze?,Can the bottom of the ocean freeze?,Can the bottom of the ocean freeze?,68.5929,1.0000,1.0000,1.00
93,KEPT_ORIGINAL,"How does water freeze? | Freezing happens when the molecules of a liquid get so cold that they slow down enough to hook onto each other, forming a solid crystal. | How happens to waters molecules when it freezes? | When frozen, water molecules take a more defined shape and arrange themselves in six-sided crystalline structures. The crystalline arrangement is less dense than that of the molecules in liquid form which makes the ice less dense than the liquid water. | Why isn't the bottom of the ocean frozen? | Once frozen, the ice insulates the water at the bottom from cooling so its temperature is maintained between 0 and almost 4°C, keeping it from freezing. | Can the bottom of the ocean freeze? | Ocean water freezes just like freshwater, but at lower temperatures. Fresh water freezes at 32 degrees Fahrenheit but seawater freezes at about 28.4 degrees Fahrenheit , because of the salt in it.",Where is the coldest place on Earth?,Where is the coldest place on Earth?,Where is the coldest place on Earth?,75.0844,1.0000,1.0000,1.00
94,KEPT_ORIGINAL,"How does water freeze? | Freezing happens when the molecules of a liquid get so cold that they slow down enough to hook onto each other, forming a solid crystal. | How happens to waters molecules when it freezes? | When frozen, water molecules take a more defined shape and arrange themselves in six-sided crystalline structures. The crystalline arrangement is less dense than that of the molecules in liquid form which makes the ice less dense than the liquid water. | Why isn't the bottom of the ocean frozen? | Once frozen, the ice insulates the water at the bottom from cooling so its temperature is maintained between 0 and almost 4°C, keeping it from freezing. | Can the bottom of the ocean freeze? | Ocean water freezes just like freshwater, but at lower temperatures. Fresh water freezes at 32 degrees Fahrenheit but seawater freezes at about 28.4 degrees Fahrenheit , because of the salt in it. | Where is the coldest place on Earth? | It's chilly in Britain right now, but spare a thought for the residents of Oymyakon, Russia, widely recognised as the coldest inhabited place on Earth. How cold is it? Right now it's a relatively balmy −44°C.",Does Dome Fuji have inhabitants?,Does Dome Fuji have inhabitants?,Does Dome Fuji have inhabitants?,53.1411,1.0000,1.0000,1.00
95,KEPT_ORIGINAL,"How does water freeze? | Freezing happens when the molecules of a liquid get so cold that they slow down enough to hook onto each other, forming a solid crystal. | How happens to waters molecules when it freezes? | When frozen, water molecules take a more defined shape and arrange themselves in six-sided crystalline structures. The crystalline arrangement is less dense than that of the molecules in liquid form which makes the ice less dense than the liquid water. | Why isn't the bottom of the ocean frozen? | Once frozen, the ice insulates the water at the bottom from cooling so its temperature is maintained between 0 and almost 4°C, keeping it from freezing. | Can the bottom of the ocean freeze? | Ocean water freezes just like freshwater, but at lower temperatures. Fresh water freezes at 32 degrees Fahrenheit but seawater freezes at about 28.4 degrees Fahrenheit , because of the salt in it. | Where is the coldest place on Earth? | It's chilly in Britain right now, but spare a thought for the residents of Oymyakon, Russia, widely recognised as the coldest inhabited place on Earth. How cold is it? Right now it's a relatively balmy −44°C. | Does Dome Fuji have inhabitants?",Why is Antarctica so cold?,Why is Antarctica so cold?,Why is Antarctica so cold?,53.1892,1.0000,1.0000,1.00
96,REWRITTEN,"How does water freeze? | Freezing happens when the molecules of a liquid get so cold that they slow down enough to hook onto each other, forming a solid crystal. | How happens to waters molecules when it freezes? | When frozen, water molecules take a more defined shape and arrange themselves in six-sided crystalline structures. The crystalline arrangement is less dense than that of the molecules in liquid form which makes the ice less dense than the liquid water. | Why isn't the bottom of the ocean frozen? | Once frozen, the ice insulates the water at the bottom from cooling so its temperature is maintained between 0 and almost 4°C, keeping it from freezing. | Can the bottom of the ocean freeze? | Ocean water freezes just like freshwater, but at lower temperatures. Fresh water freezes at 32 degrees Fahrenheit but seawater freezes at about 28.4 degrees Fahrenheit , because of the salt in it. | Where is the coldest place on Earth? | It's chilly in Britain right now, but spare a thought for the residents of Oymyakon, Russia, widely recognised as the coldest inhabited place on Earth. How cold is it? Right now it's a relatively balmy −44°C. | Does Dome Fuji have inhabitants? | Why is Antarctica so cold? | Less sunlight means it gets cold. In addition the permanent ice cap reflects a large amount of sunlight",How cold is the water underneath the ice?,How cold is the water underneath the ice in Antarctica?,How cold is the water underneath the ice in Antarctica?,89.3515,1.0000,1.0000,1.00
97,REWRITTEN,"How does water freeze? | Freezing happens when the molecules of a liquid get so cold that they slow down enough to hook onto each other, forming a solid crystal. | How happens to waters molecules when it freezes? | When frozen, water molecules take a more defined shape and arrange themselves in six-sided crystalline structures. The crystalline arrangement is less dense than that of the molecules in liquid form which makes the ice less dense than the liquid water. | Why isn't the bottom of the ocean frozen? | Once frozen, the ice insulates the water at the bottom from cooling so its temperature is maintained between 0 and almost 4°C, keeping it from freezing. | Can the bottom of the ocean freeze? | Ocean water freezes just like freshwater, but at lower temperatures. Fresh water freezes at 32 degrees Fahrenheit but seawater freezes at about 28.4 degrees Fahrenheit , because of the salt in it. | Where is the coldest place on Earth? | It's chilly in Britain right now, but spare a thought for the residents of Oymyakon, Russia, widely recognised as the coldest inhabited place on Earth. How cold is it? Right now it's a relatively balmy −44°C. | Does Dome Fuji have inhabitants? | Why is Antarctica so cold? | Less sunlight means it gets cold. In addition the permanent ice cap reflects a large amount of sunlight | How cold is the water underneath the ice in Antarctica? | The Southern Ocean around Antarctica ranges between 28 to 50 °F",What is the biggest town?,What is the biggest town in Antarctica?,What is the biggest town in Antarctica?,67.7571,1.0000,1.0000,1.00
98,KEPT_ORIGINAL,,What are futuristic designs?,What are futuristic designs?,What are futuristic designs?,45.9460,1.0000,1.0000,1.00
99,REWRITTEN,"What are futuristic designs? | So simply, futuristic means something belongs in future, way ahead of our times. But nobody knows exactly how will be the future is, so to make a general consent with the majority of the people, you need to come up with something,",How did this become a new trend?,How did futuristic designs become a new trend?,How did futuristic designs become a new trend?,74.8286,1.0000,1.0000,1.00
100,REWRITTEN,"What are futuristic designs? | So simply, futuristic means something belongs in future, way ahead of our times. But nobody knows exactly how will be the future is, so to make a general consent with the majority of the people, you need to come up with something, | How did futuristic designs become a new trend?",Why are most of the constructions inspired by these designs?,Why are most constructions inspired by futuristic designs?,Why are most of the constructions inspired by futuristic designs?,74.7730,0.8889,0.5987,0.90
101,REWRITTEN,"What are futuristic designs? | So simply, futuristic means something belongs in future, way ahead of our times. But nobody knows exactly how will be the future is, so to make a general consent with the majority of the people, you need to come up with something, | How did futuristic designs become a new trend? | Why are most of the constructions inspired by futuristic designs?",What are the different domains where such designs have been adapted?,What are the different domains where futuristic designs have been adapted?,What are the different domains where futuristic designs have been adapted?,96.2583,1.0000,1.0000,1.00
102,REWRITTEN,"What are futuristic designs? | So simply, futuristic means something belongs in future, way ahead of our times. But nobody knows exactly how will be the future is, so to make a general consent with the majority of the people, you need to come up with something, | How did futuristic designs become a new trend? | Why are most of the constructions inspired by futuristic designs? | What are the different domains where futuristic designs have been adapted?",How has it affected technology?,How has futuristic design affected technology?,How have futuristic designs affected technology?,60.7075,0.6667,0.0000,0.90
103,REWRITTEN,"What are futuristic designs? | So simply, futuristic means something belongs in future, way ahead of our times. But nobody knows exactly how will be the future is, so to make a general consent with the majority of the people, you need to come up with something, | How did futuristic designs become a new trend? | Why are most of the constructions inspired by futuristic designs? | What are the different domains where futuristic designs have been adapted? | How have futuristic designs affected technology?",How have the different giants in the business responded to this?,How have the different giants in the business responded to futuristic designs?,How have the different giants in the business responded to the technology affected by futuristic designs?,103.5709,0.8571,0.6258,0.80
104,REWRITTEN,"What are futuristic designs? | So simply, futuristic means something belongs in future, way ahead of our times. But nobody knows exactly how will be the future is, so to make a general consent with the majority of the people, you need to come up with something, | How did futuristic designs become a new trend? | Why are most of the constructions inspired by futuristic designs? | What are the different domains where futuristic designs have been adapted? | How have futuristic designs affected technology? | How have the different giants in the business responded to the technology affected by futuristic designs?",Has its introduction led to increase in business?,Has the introduction of futuristic designs led to an increase in business?,Has futuristic designs introduction led to increase in business?,103.3536,0.7619,0.2763,1.00
105,REWRITTEN,"What are futuristic designs? | So simply, futuristic means something belongs in future, way ahead of our times. But nobody knows exactly how will be the future is, so to make a general consent with the majority of the people, you need to come up with something, | How did futuristic designs become a new trend? | Why are most of the constructions inspired by futuristic designs? | What are the different domains where futuristic designs have been adapted? | How have futuristic designs affected technology? | How have the different giants in the business responded to the technology affected by futuristic designs? | Has futuristic designs introduction led to increase in business?","If designs are already futuristic, how will this change in the future?","If futuristic designs are already futuristic, how will they change in the future?","If designs are already futuristic, how will this change in the future?",117.9563,0.8800,0.6606,1.00
106,KEPT_ORIGINAL,,What is a good age to get LASIK?,What is a good age to get LASIK?,What is a good age to get LASIK?,81.8235,1.0000,1.0000,1.00
107,REWRITTEN,"What is a good age to get LASIK? | Generally, the perfect candidate for LASIK is someone between the ages of 20 and 40.",Give me a short description of the procedure.,Give me a short description of the LASIK procedure.,Give me a short description of the LASIK procedure.,89.1498,1.0000,1.0000,1.00
108,REWRITTEN,"What is a good age to get LASIK? | Generally, the perfect candidate for LASIK is someone between the ages of 20 and 40. | Give me a short description of the LASIK procedure. | During LASIK eye surgery, an eye surgeon creates a flap in the cornea (A) — the transparent, dome-shaped surface of the eye that accounts for a large part of the eye's bending or refracting power. Then the surgeon uses a laser (B) to reshape the cornea, which corrects the refraction problems in the eye (C).",What are its benefits?,What are the benefits of LASIK?,What are the benefits of LASIK?,67.5709,1.0000,1.0000,1.00
109,REWRITTEN,"What is a good age to get LASIK? | Generally, the perfect candidate for LASIK is someone between the ages of 20 and 40. | Give me a short description of the LASIK procedure. | During LASIK eye surgery, an eye surgeon creates a flap in the cornea (A) — the transparent, dome-shaped surface of the eye that accounts for a large part of the eye's bending or refracting power. Then the surgeon uses a laser (B) to reshape the cornea, which corrects the refraction problems in the eye (C). | What are the benefits of LASIK? | Improved vision. Studies have shown that about 95% of patients who receive LASIK surgery achieve uncorrected visual acuity (UCVA) of at least 20/40 and 85% achieve 20/20 vision or better.",What are the risks?,What are the risks of LASIK?,What are the risks of LASIK?,67.4801,1.0000,1.0000,1.00
110,REWRITTEN,"What is a good age to get LASIK? | Generally, the perfect candidate for LASIK is someone between the ages of 20 and 40. | Give me a short description of the LASIK procedure. | During LASIK eye surgery, an eye surgeon creates a flap in the cornea (A) — the transparent, dome-shaped surface of the eye that accounts for a large part of the eye's bending or refracting power. Then the surgeon uses a laser (B) to reshape the cornea, which corrects the refraction problems in the eye (C). | What are the benefits of LASIK? | Improved vision. Studies have shown that about 95% of patients who receive LASIK surgery achieve uncorrected visual acuity (UCVA) of at least 20/40 and 85% achieve 20/20 vision or better. | What are the risks of LASIK? | Dry eyes, glare, halos, and starbursts are all possible side effects of LASIK surgery.",Describe experiences of some people who had it done.,Describe experiences of people who had LASIK surgery.,Describe experiences of some people who have done LASIK.,82.1237,0.7059,0.0000,0.90
111,REWRITTEN,"What is a good age to get LASIK? | Generally, the perfect candidate for LASIK is someone between the ages of 20 and 40. | Give me a short description of the LASIK procedure. | During LASIK eye surgery, an eye surgeon creates a flap in the cornea (A) — the transparent, dome-shaped surface of the eye that accounts for a large part of the eye's bending or refracting power. Then the surgeon uses a laser (B) to reshape the cornea, which corrects the refraction problems in the eye (C). | What are the benefits of LASIK? | Improved vision. Studies have shown that about 95% of patients who receive LASIK surgery achieve uncorrected visual acuity (UCVA) of at least 20/40 and 85% achieve 20/20 vision or better. | What are the risks of LASIK? | Dry eyes, glare, halos, and starbursts are all possible side effects of LASIK surgery. | Describe experiences of some people who have done LASIK. | Many developed symptoms within six months, such as seeing starbursts (30.3 percent), halos (26.2 percent), and double images (5.2 percent)",Are there any good alternatives to it?,Are there any good alternatives to LASIK?,Are there any good alternatives to LASIK?,74.9162,1.0000,1.0000,1.00
112,REWRITTEN,"What is a good age to get LASIK? | Generally, the perfect candidate for LASIK is someone between the ages of 20 and 40. | Give me a short description of the LASIK procedure. | During LASIK eye surgery, an eye surgeon creates a flap in the cornea (A) — the transparent, dome-shaped surface of the eye that accounts for a large part of the eye's bending or refracting power. Then the surgeon uses a laser (B) to reshape the cornea, which corrects the refraction problems in the eye (C). | What are the benefits of LASIK? | Improved vision. Studies have shown that about 95% of patients who receive LASIK surgery achieve uncorrected visual acuity (UCVA) of at least 20/40 and 85% achieve 20/20 vision or better. | What are the risks of LASIK? | Dry eyes, glare, halos, and starbursts are all possible side effects of LASIK surgery. | Describe experiences of some people who have done LASIK. | Many developed symptoms within six months, such as seeing starbursts (30.3 percent), halos (26.2 percent), and double images (5.2 percent) | Are there any good alternatives to LASIK? | LASEK (laser-assisted subepithelial keratomileusis): While LASIK focuses on corneal sculpting, LASEK focuses on the very top layer, or epithelium, of the cornea.",What is its success rate?,What is the success rate of LASEK?,What is the success rate of LASIK?,82.0239,0.8571,0.7071,0.00
113,REWRITTEN,"What is a good age to get LASIK? | Generally, the perfect candidate for LASIK is someone between the ages of 20 and 40. | Give me a short description of the LASIK procedure. | During LASIK eye surgery, an eye surgeon creates a flap in the cornea (A) — the transparent, dome-shaped surface of the eye that accounts for a large part of the eye's bending or refracting power. Then the surgeon uses a laser (B) to reshape the cornea, which corrects the refraction problems in the eye (C). | What are the benefits of LASIK? | Improved vision. Studies have shown that about 95% of patients who receive LASIK surgery achieve uncorrected visual acuity (UCVA) of at least 20/40 and 85% achieve 20/20 vision or better. | What are the risks of LASIK? | Dry eyes, glare, halos, and starbursts are all possible side effects of LASIK surgery. | Describe experiences of some people who have done LASIK. | Many developed symptoms within six months, such as seeing starbursts (30.3 percent), halos (26.2 percent), and double images (5.2 percent) | Are there any good alternatives to LASIK? | LASEK (laser-assisted subepithelial keratomileusis): While LASIK focuses on corneal sculpting, LASEK focuses on the very top layer, or epithelium, of the cornea. | What is the success rate of LASIK? | The latest research reports 99 percent of patients achieve better than 20/40 vision and more than 90 percent achieve 20/20 or better. In addition, LASIK has an unprecedented 96 percent patient satisfaction rate – the highest of any elective procedure.","Once it's done, what kind of precautions do I need to take?","Once LASIK is done, what kind of precautions do I need to take?","Once LASIK is done, what kind of precautions do I need to take?",125.5380,1.0000,1.0000,1.00
114,REWRITTEN,"What is a good age to get LASIK? | Generally, the perfect candidate for LASIK is someone between the ages of 20 and 40. | Give me a short description of the LASIK procedure. | During LASIK eye surgery, an eye surgeon creates a flap in the cornea (A) — the transparent, dome-shaped surface of the eye that accounts for a large part of the eye's bending or refracting power. Then the surgeon uses a laser (B) to reshape the cornea, which corrects the refraction problems in the eye (C). | What are the benefits of LASIK? | Improved vision. Studies have shown that about 95% of patients who receive LASIK surgery achieve uncorrected visual acuity (UCVA) of at least 20/40 and 85% achieve 20/20 vision or better. | What are the risks of LASIK? | Dry eyes, glare, halos, and starbursts are all possible side effects of LASIK surgery. | Describe experiences of some people who have done LASIK. | Many developed symptoms within six months, such as seeing starbursts (30.3 percent), halos (26.2 percent), and double images (5.2 percent) | Are there any good alternatives to LASIK? | LASEK (laser-assisted subepithelial keratomileusis): While LASIK focuses on corneal sculpting, LASEK focuses on the very top layer, or epithelium, of the cornea. | What is the success rate of LASIK? | The latest research reports 99 percent of patients achieve better than 20/40 vision and more than 90 percent achieve 20/20 or better. In addition, LASIK has an unprecedented 96 percent patient satisfaction rate – the highest of any elective procedure. | Once LASIK is done, what kind of precautions do I need to take? | 1 to 2 weeks post LASIK: You can usually begin exercising within a week after LASIK surgery, but you should continue to avoid contact sports for at least a month. Wear sunglasses when out in the sun to protect your eyes from the ultraviolet light, and use the provided eye drops to minimize dry eyes.",Does the effect wear off with age?,Does the effect of LASIK wear off with age?,Does the effect of LASIK wear off with age?,89.3789,1.0000,1.0000,1.00
115,KEPT_ORIGINAL,,What is tofu exactly?,What is tofu exactly?,What is tofu exactly?,45.7498,1.0000,1.0000,1.00
116,REWRITTEN,"What is tofu exactly? | Made from soybeans, tofu is also known as bean curd.",How is it made?,How is tofu made?,How is tofu made?,45.7094,1.0000,1.0000,1.00
117,REWRITTEN,"What is tofu exactly? | Made from soybeans, tofu is also known as bean curd. | How is tofu made? | Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu.",What are its origins?,What are the origins of tofu?,What are tofus origins?,60.2387,0.6000,0.0000,1.00
118,KEPT_ORIGINAL,"What is tofu exactly? | Made from soybeans, tofu is also known as bean curd. | How is tofu made? | Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu. | What are tofus origins? | Like many soya foods, tofu originated in China. Legend has it that it was discovered about 2000 years ago by a Chinese cook who accidentally curdled soy milk when he added nigari seaweed.",What is the best tofu?,What is the best tofu?,What is the best tofu?,53.0079,1.0000,1.0000,1.00
119,REWRITTEN,"What is tofu exactly? | Made from soybeans, tofu is also known as bean curd. | How is tofu made? | Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu. | What are tofus origins? | Like many soya foods, tofu originated in China. Legend has it that it was discovered about 2000 years ago by a Chinese cook who accidentally curdled soy milk when he added nigari seaweed. | What is the best tofu? | Silken: Good for making smoothies, sauces and salad dressings, and as an egg substitute in baking. Soft: Good for soups and for battering and frying.",Is it a kind of cheese?,Is tofu a kind of cheese?,Is tofu a kind of cheese?,60.6146,1.0000,1.0000,1.00
